Ethnicity	Gender	Cohort	Transfer	Cohort_Math	Math	Cohort_English	English	Ed_Goal	College_Status	Student_ID	EthnicityFlag_Asian	EthnicityFlag_Black	EthnicityFlag_Hispanic	EthnicityFlag_NativeAmerican	EthnicityFlag_PacificIslander	EthnicityFlag_White	EthnicityFlag_Carribean	EthnicityFlag_EastAsian	EthnicityFlag_SouthEastAsian	EthnicityFlag_SouthWestAsianNorthAfrican	EthnicityFlag_AANAPI	EthnicityFlag_Unknown	EthnicityFlag_TwoorMoreRaces
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106032	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Other	Other	106033	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	106034	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	Other	106035	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Other	First-time College	106036	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106037	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	2017	1	2018	1	Other	First-time College	106038	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106039	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106040	1	0	0	0	0	0	0	1	0	0	1	0	1
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106041	1	0	0	0	0	0	0	0	1	0	1	0	1
Asian	Female	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	106042	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	0	2017	0	Deg/Transfer	First-time College	106043	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106044	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	1	2017	1	Deg/Transfer	First-time College	106045	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2019	0	2019	1	Deg/Transfer	First-time College	106046	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Other	First-time College	106047	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	106048	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106049	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106050	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2019	1	Deg/Transfer	Other	106051	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Other	First-time College	106052	1	0	0	0	0	0	0	0	0	0	1	0	1
Asian	Male	2017	1	2018	1	2017	1	Other	First-time College	106053	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Other	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106054	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106055	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	2017	0	Deg/Transfer	First-time College	106056	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106057	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	NA	NA	2018	0	Deg/Transfer	Other	106058	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	106059	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	Other	106060	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2017	0	2017	0	Deg/Transfer	First-time College	106061	1	0	0	0	0	0	0	0	0	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Other	First-time College	106062	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	106063	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2019	1	Other	First-time College	106064	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	Other	106065	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Other	First-time College	106066	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Other	First-time College	106067	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	NA	NA	2017	0	Other	First-time College	106068	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106069	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	First-time College	106070	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106071	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	Other	106072	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	106073	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106074	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	106075	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	0	2018	1	Deg/Transfer	First-time College	106076	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	2018	1	2017	0	Deg/Transfer	First-time College	106077	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	2017	0	Deg/Transfer	First-time College	106078	1	0	0	0	0	0	0	0	1	1	1	0	1
Asian	Male	2017	0	2017	0	2018	0	Other	First-time College	106079	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106080	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Deg/Transfer	Other	106081	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106082	1	0	0	0	0	0	0	0	1	1	1	0	1
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106083	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	Other	106084	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Other	2017	0	2018	1	2018	1	Deg/Transfer	First-time College	106085	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2019	1	2017	0	Deg/Transfer	Other	106086	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106087	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Other	Other	106088	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106089	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	106090	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Other	First-time College	106091	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	106092	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	1	2017	1	Other	Other	106093	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	Other	106094	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106095	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	1	2017	1	Deg/Transfer	First-time College	106096	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	0	2018	0	Other	Other	106097	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	NA	NA	Deg/Transfer	First-time College	106098	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2018	1	Deg/Transfer	Other	106099	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106100	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2019	1	Other	Other	106101	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	Other	106102	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	NA	NA	2019	0	Deg/Transfer	First-time College	106103	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Deg/Transfer	Other	106104	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	NA	NA	2018	1	Deg/Transfer	Other	106105	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	Other	106106	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106107	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Other	First-time College	106108	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106109	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	0	2017	1	Other	First-time College	106110	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106111	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	1	2018	1	Deg/Transfer	First-time College	106112	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106113	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2019	1	Deg/Transfer	First-time College	106114	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Other	Other	106115	1	0	0	0	0	0	0	1	1	0	1	0	1
Asian	Male	2017	1	2017	1	2019	1	Other	Other	106116	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106117	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106118	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	1	2017	0	Other	First-time College	106119	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106120	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106121	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2019	1	Deg/Transfer	First-time College	106122	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	106123	1	0	0	0	0	0	0	1	0	0	1	0	1
Asian	Female	2017	0	NA	NA	2018	0	Deg/Transfer	First-time College	106124	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	1	2018	0	Deg/Transfer	First-time College	106125	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106126	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Other	First-time College	106127	1	0	0	0	0	0	0	1	0	0	1	0	1
Asian	Male	2017	0	2017	0	2017	0	Other	First-time College	106128	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106129	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106130	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	1	2017	1	Deg/Transfer	First-time College	106131	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106132	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106133	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	First-time College	106134	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	0	2018	1	Deg/Transfer	First-time College	106135	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	2019	0	2018	1	Deg/Transfer	First-time College	106136	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	NA	NA	2017	1	Deg/Transfer	First-time College	106137	1	0	0	0	0	0	0	1	1	0	1	0	1
Asian	Male	2017	0	NA	NA	2019	1	Deg/Transfer	First-time College	106138	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	NA	NA	2017	1	Deg/Transfer	First-time College	106139	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	0	2017	1	Deg/Transfer	First-time College	106140	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	1	2017	0	Other	Other	106141	1	0	0	0	0	0	0	0	0	0	1	0	1
Asian	Female	2017	0	2017	0	2017	1	Other	First-time College	106142	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	Other	106143	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2017	1	2017	1	Other	First-time College	106144	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	1	2017	0	Deg/Transfer	First-time College	106145	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Other	Other	106146	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106147	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	First-time College	106148	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106149	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	Other	106150	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	First-time College	106151	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	106152	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106153	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106154	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	NA	NA	NA	NA	Deg/Transfer	First-time College	106155	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	2017	0	2017	1	Deg/Transfer	First-time College	106156	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2019	1	2018	1	Other	First-time College	106157	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	1	NA	NA	Deg/Transfer	First-time College	106158	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	Other	106159	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106160	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Deg/Transfer	Other	106161	1	0	0	0	0	0	0	0	1	1	1	0	1
Asian	Female	2017	1	2018	1	2017	1	Other	First-time College	106162	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2018	1	Other	First-time College	106163	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Other	First-time College	106164	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	106165	1	0	0	0	0	0	0	1	0	0	1	0	1
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106166	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	NA	NA	2017	1	Other	First-time College	106167	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	1	2017	1	Deg/Transfer	First-time College	106168	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	NA	NA	2019	0	Deg/Transfer	First-time College	106169	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	106170	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2017	0	2017	1	Deg/Transfer	Other	106171	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Other	First-time College	106172	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2019	1	Deg/Transfer	Other	106173	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	106174	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	1	2017	0	Deg/Transfer	First-time College	106175	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	2017	1	2017	0	Other	First-time College	106176	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	2017	1	Deg/Transfer	Other	106177	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Other	Other	106178	1	0	0	0	0	0	0	0	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106179	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106180	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Other	First-time College	106181	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Other	First-time College	106182	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106183	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106184	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	1	2018	1	Deg/Transfer	First-time College	106185	1	0	0	0	0	0	0	0	1	1	1	0	1
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106186	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	2017	0	Deg/Transfer	First-time College	106187	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	NA	NA	2018	0	Deg/Transfer	First-time College	106188	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2018	0	2018	0	Other	Other	106189	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2019	0	2019	1	Deg/Transfer	First-time College	106190	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106191	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	106192	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	106193	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106194	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	NA	NA	Deg/Transfer	First-time College	106195	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Other	Other	106196	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106197	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	106198	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	First-time College	106199	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	106200	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106201	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	Other	106202	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Other	Other	106203	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Other	Other	106204	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2017	0	2017	1	Other	First-time College	106205	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2017	1	Other	First-time College	106206	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Other	First-time College	106207	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	2018	1	2018	0	Deg/Transfer	First-time College	106208	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2019	1	2018	1	Other	Other	106209	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Other	First-time College	106210	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2017	0	2019	0	Other	First-time College	106211	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2019	0	NA	NA	Deg/Transfer	First-time College	106212	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106213	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	First-time College	106214	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106215	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106216	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106217	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106218	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2017	1	2018	1	Deg/Transfer	First-time College	106219	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	Other	106220	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2019	1	2019	1	Deg/Transfer	Other	106221	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106222	1	0	0	0	0	0	0	1	0	0	1	0	1
Asian	Female	2017	0	2017	1	2017	1	Other	First-time College	106223	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106224	1	0	0	0	0	0	0	0	1	1	1	0	1
Asian	Female	2017	0	2019	1	2018	1	Deg/Transfer	First-time College	106225	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	0	2017	0	Other	Other	106226	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	1	2019	1	Other	First-time College	106227	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Other	First-time College	106228	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106229	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	0	NA	NA	Deg/Transfer	First-time College	106230	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	NA	NA	NA	NA	Deg/Transfer	First-time College	106231	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106232	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106233	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2018	1	2019	1	Deg/Transfer	First-time College	106234	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	0	NA	NA	2018	1	Deg/Transfer	First-time College	106235	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2017	1	2018	0	Deg/Transfer	First-time College	106236	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Other	First-time College	106237	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	0	2017	1	2018	0	Deg/Transfer	First-time College	106238	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	0	2018	1	2017	0	Other	Other	106239	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Female	2017	0	2017	1	2018	1	Deg/Transfer	First-time College	106240	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106241	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2018	1	Other	First-time College	106242	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	106243	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Male	2017	1	2018	1	2019	1	Deg/Transfer	First-time College	106244	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	106245	1	0	0	0	0	0	0	1	0	0	1	0	0
Asian	Male	2017	1	2017	1	2017	1	Other	Other	106246	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	106247	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2018	1	2018	1	Other	First-time College	106248	1	0	0	0	0	0	0	1	1	0	1	0	0
Asian	Female	2017	1	2017	1	2017	1	Other	Other	106249	1	0	0	0	0	0	0	0	1	0	1	0	0
Asian	Female	2017	1	2017	1	2019	1	Other	First-time College	106250	1	0	0	0	0	0	0	0	1	0	1	0	0
